301401.291,6186109.711,41.141
301401.291,6186107.711,41.227
301401.291,6186105.711,41.265
301403.291,6186111.711,40.969
301403.291,6186109.711,41.128
301403.291,6186107.711,41.183
301403.291,6186105.711,41.281
301403.291,6186103.711,41.311
301405.291,6186113.711,40.804
301405.291,6186111.711,41.093
301405.291,6186109.711,41.191
301405.291,6186107.711,41.180
301405.291,6186105.711,41.134
301405.291,6186103.711,41.254
301405.291,6186101.711,41.247
301405.291,6186099.711,41.354
301407.291,6186113.711,40.830
301407.291,6186111.711,41.055
301407.291,6186109.711,41.103
301407.291,6186107.711,41.129
301407.291,6186105.711,41.126
301407.291,6186103.711,41.106
301407.291,6186101.711,41.207
301407.291,6186099.711,41.630
301407.291,6186097.711,42.003
301407.291,6186095.711,41.748
301409.291,6186115.711,40.788
301409.291,6186113.711,40.827
301409.291,6186111.711,41.021
301409.291,6186109.711,41.046
301409.291,6186107.711,41.090
301409.291,6186105.711,41.088
301409.291,6186103.711,41.106
301409.291,6186101.711,41.368
301409.291,6186099.711,41.800
301409.291,6186097.711,42.071
301409.291,6186095.711,42.310
301409.291,6186093.711,42.376
301411.291,6186115.711,40.784
301411.291,6186113.711,40.860
301411.291,6186111.711,40.857
301411.291,6186109.711,40.934
301411.291,6186107.711,40.982
301411.291,6186105.711,41.037
301411.291,6186103.711,41.053
301411.291,6186101.711,41.517
301411.291,6186099.711,41.902
301411.291,6186097.711,42.130
301411.291,6186095.711,42.304
301411.291,6186093.711,42.532
301411.291,6186091.711,42.686
301411.291,6186089.711,42.414
301413.291,6186117.711,40.673
301413.291,6186115.711,40.736
301413.291,6186113.711,40.876
301413.291,6186111.711,40.886
301413.291,6186109.711,40.868
301413.291,6186107.711,40.924
301413.291,6186105.711,40.952
301413.291,6186103.711,41.343
301413.291,6186101.711,41.786
301413.291,6186099.711,41.970
301413.291,6186097.711,42.090
301413.291,6186095.711,42.335
301413.291,6186093.711,42.537
301413.291,6186091.711,42.737
301413.291,6186089.711,42.988
301413.291,6186087.711,42.960
301413.291,6186085.711,41.951
301415.291,6186119.711,40.484
301415.291,6186117.711,40.634
301415.291,6186115.711,40.668
301415.291,6186113.711,40.833
301415.291,6186111.711,40.843
301415.291,6186109.711,40.801
301415.291,6186107.711,40.800
301415.291,6186105.711,41.052
301415.291,6186103.711,41.579
301415.291,6186101.711,41.942
301415.291,6186099.711,41.967
301415.291,6186097.711,42.130
301415.291,6186095.711,42.341
301415.291,6186093.711,42.617
301415.291,6186091.711,42.882
301415.291,6186089.711,43.143
301415.291,6186087.711,43.235
301415.291,6186085.711,43.223
301415.291,6186083.711,42.821
301417.291,6186119.711,40.494
301417.291,6186117.711,40.540
301417.291,6186115.711,40.605
301417.291,6186113.711,40.767
301417.291,6186111.711,40.782
301417.291,6186109.711,40.765
301417.291,6186107.711,40.880
301417.291,6186105.711,41.246
301417.291,6186103.711,41.702
301417.291,6186101.711,41.936
301417.291,6186099.711,42.056
301417.291,6186097.711,42.144
301417.291,6186095.711,42.401
301417.291,6186093.711,42.662
301417.291,6186091.711,42.922
301417.291,6186089.711,43.167
301417.291,6186087.711,43.231
301417.291,6186085.711,43.228
301417.291,6186083.711,43.331
301417.291,6186081.711,43.250
301417.291,6186079.711,42.424
301419.291,6186121.711,40.333
301419.291,6186119.711,40.487
301419.291,6186117.711,40.530
301419.291,6186115.711,40.578
301419.291,6186113.711,40.585
301419.291,6186111.711,40.732
301419.291,6186109.711,40.781
301419.291,6186107.711,41.109
301419.291,6186105.711,41.503
301419.291,6186103.711,41.790
301419.291,6186101.711,41.891
