0 	0.0000
300 	0.0047
600 	0.0086
900 	0.0213
1200 	0.0120
1500 	0.0152
1800 	0.0307
2100 	0.0079
2400 	0.0077
2700 	0.0064
3000 	0.0045
3300 	0.0063
3600 	0.0050
3900 	0.0031
4200 	0.0035
4500 	0.0032
4800 	0.0019
5100 	0.0022
5400 	0.0019
5700 	0.0000
6000 	0.0000
6300 	0.0000
6600 	0.0000
6900 	0.0000
7200 	0.0000
72000 	0.0000
